15/03 15:26:11 066 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:26:11 068 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:26:11 069 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:26:11 070 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:26:11 071 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:53:55 776 ERROR graph/Graph.h[318]static Graph<NodeType, EdgeType>* Graph<NodeType, EdgeType>::loadGraph(std::string) [with NodeType = Node; EdgeType = Edge; std::string = std::basic_string<char>]:  Graph::loadGraph-> unable to open file: X:\codigo\EvoCoder_Release_v1\EvoCoder\test.graph

15/03 15:53:55 776 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:53:55 779 ERROR graph/Graph.h[318]static Graph<NodeType, EdgeType>* Graph<NodeType, EdgeType>::loadGraph(std::string) [with NodeType = Node; EdgeType = Edge; std::string = std::basic_string<char>]:  Graph::loadGraph-> unable to open file: X:\codigo\EvoCoder_Release_v1\EvoCoder\test.graph

15/03 15:53:55 780 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:53:55 781 ERROR graph/Graph.h[318]static Graph<NodeType, EdgeType>* Graph<NodeType, EdgeType>::loadGraph(std::string) [with NodeType = Node; EdgeType = Edge; std::string = std::basic_string<char>]:  Graph::loadGraph-> unable to open file: X:\codigo\EvoCoder_Release_v1\EvoCoder\test.graph

15/03 15:53:55 781 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:53:55 783 ERROR graph/Graph.h[318]static Graph<NodeType, EdgeType>* Graph<NodeType, EdgeType>::loadGraph(std::string) [with NodeType = Node; EdgeType = Edge; std::string = std::basic_string<char>]:  Graph::loadGraph-> unable to open file: X:\codigo\EvoCoder_Release_v1\EvoCoder\test.graph

15/03 15:53:55 783 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
15/03 15:53:55 783 ERROR graph/Graph.h[318]static Graph<NodeType, EdgeType>* Graph<NodeType, EdgeType>::loadGraph(std::string) [with NodeType = Node; EdgeType = Edge; std::string = std::basic_string<char>]:  Graph::loadGraph-> unable to open file: X:\codigo\EvoCoder_Release_v1\EvoCoder\test.graph

15/03 15:53:55 783 ERROR Test.cpp[58]void Test::testGraph():  error loading graph
17/05 11:30:21 844 ERROR EvoCoder.cpp[80]bool EvoCoder::test():  exception while executing, mapping cannot be done
18/05 12:14:45 790 ERROR EvoCoder.cpp[83]bool EvoCoder::test():  exception while executing, The returned data sended by the controlled is not a number, is 0
50
100
150
200
250
300
350
400
450
500
550
600
650
600
630
600
610
600
600
600
610
600
600ÖØG
18/05 12:40:42 999 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 0

18/05 12:42:52 772 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 50

18/05 12:44:39 329 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 
18/05 12:45:42 662 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 0

18/05 12:54:27 847 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 0
18/05 12:58:50 512 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 50
18/05 13:01:54 932 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sended by the controlled is not a number, is 100
18/05 13:09:29 616 ERROR EvoCoder.cpp[39]bool EvoCoder::exec_general():  exception while executing, The returned data sent by the controlled is not a number, is 150
22/05 18:41:00 773 ERROR EvoCoder.cpp[39]bool __thiscall EvoCoder::exec_general(void) throw(class std::invalid_argument):  exception while executing, the key:"threshold" does not exits
22/05 18:41:35 740 ERROR EvoCoder.cpp[39]bool __thiscall EvoCoder::exec_general(void) throw(class std::invalid_argument):  exception while executing, the key:"threshold" does not exits
22/05 18:46:26 580 ERROR EvoCoder.cpp[83]bool __thiscall EvoCoder::test(void) throw(class std::invalid_argument):  exception while executing, the key:"threshold" does not exits
22/05 19:06:14 057 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
22/05 19:06:14 102 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:06:14 122 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:07:22 664 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
22/05 19:07:22 686 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:07:22 691 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:20:13 021 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
22/05 19:20:13 038 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:20:13 042 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:35:40 736 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
22/05 19:35:40 752 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 19:35:40 757 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 23:39:32 899 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
22/05 23:39:32 916 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
22/05 23:39:32 922 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
23/05 00:14:56 122 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
23/05 00:14:56 140 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
23/05 00:14:56 144 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
23/05 00:46:29 332 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
23/05 00:46:29 348 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
23/05 00:46:29 354 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
24/05 13:50:01 318 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"threshold" does not exits
24/05 13:50:01 338 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
24/05 13:50:01 343 WARN  EvoCoder.cpp[102]bool __thiscall EvoCoder::sketcher(void):  the key:"normOD" does not exits
24/05 19:47:28 338 ERROR EvoCoder.cpp[39]bool __thiscall EvoCoder::exec_general(void) throw(class std::invalid_argument):  exception while executing, the container 1 has no mapped value
24/05 19:49:35 365 ERROR EvoCoder.cpp[39]bool __thiscall EvoCoder::exec_general(void) throw(class std::invalid_argument):  exception while executing, mapping cannot be done
24/05 19:49:50 456 ERROR EvoCoder.cpp[39]bool __thiscall EvoCoder::exec_general(void) throw(class std::invalid_argument):  exception while executing, mapping cannot be done
24/05 20:03:10 008 WARN  ExecutableMachineGraph.cpp[288]void __thiscall ExecutableMachineGraph::addVolume(int,float):  volume of container 3 is over capacity
24/05 20:03:10 031 WARN  ExecutableMachineGraph.cpp[302]void __thiscall ExecutableMachineGraph::substractVolume(int,float):  volume of container 3 is less than 0
24/05 20:03:10 048 WARN  ExecutableMachineGraph.cpp[288]void __thiscall ExecutableMachineGraph::addVolume(int,float):  volume of container 4 is over capacity
24/05 20:03:13 748 WARN  ExecutableMachineGraph.cpp[302]void __thiscall ExecutableMachineGraph::substractVolume(int,float):  volume of container 1 is less than 0
24/05 20:03:13 771 WARN  ExecutableMachineGraph.cpp[288]void __thiscall ExecutableMachineGraph::addVolume(int,float):  volume of container 3 is over capacity
